state_abbr,priority_rank,ori9,agency_name,agency_type_name,review_lane,mismatch_reason,official_is_nibrs,official_effective_nibrs_2024,official_nibrs_start_date,repo_has_srs_2024,repo_has_nibrs_2024,repo_preferred_source_any_offense_2024,repo_reporting_regime_mix_2024,repo_preferred_support_count_2024,issue_type,issue_subtype,action_priority,recommended_master_action,recommended_source_action,recommended_next_step,doctrine_implication,packet_dir,recommendation_id,priority,affected_rows,target_scope,official_source_url,local_supporting_artifact,recommended_v2_action,implementation_readiness,doctrine_candidate,notes,priority_num
CA,390,CA036220X,Loma Linda Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap,state/review/source_packets/states/ca,,,,,,,,,,,
CA,391,CA036300X,Highland Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap,state/review/source_packets/states/ca,,,,,,,,,,,
CA,392,CA036310X,Twentynine Palms Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap,state/review/source_packets/states/ca,,,,,,,,,,,
CA,393,CA036320X,Hesperia Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap,state/review/source_packets/states/ca,,,,,,,,,,,
CA,394,CA036330X,Apple Valley Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap,state/review/source_packets/states/ca,,,,,,,,,,,
CA,395,CA036350X,Yucaipa Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap,state/review/source_packets/states/ca,,,,,,,,,,,
CA,396,CA036400X,Chino Hills Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap,state/review/source_packets/states/ca,,,,,,,,,,,
CA,397,CA036410X,Yucca Valley Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap,state/review/source_packets/states/ca,,,,,,,,,,,
CA,398,CA0365100,California Department of Forestry and Fire Protection: San Bernardino,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,399,CA0369901,Highway Patrol: Inland Division,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,400,CA0369908,Highway Patrol: Inland Investigative Services Unit,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,401,CA0369965,Highway Patrol: Arrowhead Area Office,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,402,CA0369970,Highway Patrol: Morongo Basin Area Office,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,403,CA0369975,Highway Patrol: Mountain Pass Port of Entry Commercial Vehicle Enforcement Facility,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,404,CA0379901,Highway Patrol: Border Division Area Office,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,405,CA0379946,Highway Patrol: Otay Mesa Commercial Vehicle Enforcement Facility,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,406,CA0379951,Highway Patrol: San Onofre Commercial Vehicle Enforcement Facility,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,407,CA037A900,California Department of Forestry and Fire Protection: San Diego,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,408,CA0380000,San Francisco County Sheriff's Office,County,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap,state/review/source_packets/states/ca,,,,,,,,,,,
CA,409,CA038090X,San Francisco International Airport,Other,missing_in_repo_master,missing_in_repo_master,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_missing_master,monitor_only,leave_out_of_master,no_v2_source_change,Do not add from this packet. The ORI has no official 2024 NIBRS status and no repo observations to anchor a master entry.,zero_observation_without_official_nibrs_is_not_a_policy_gap,state/review/source_packets/states/ca,,,,,,,,,,,
CA,410,CA0389921,"Highway Patrol: Judicial Protection Section, North",State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,411,CA0399912,Highway Patrol: Delta Regional Auto Theft Team,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,412,CA0402000,California Department of Forestry and Fire Protection: San Luis Obispo,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,413,CA0419930,Highway Patrol: Redwood City Area Office,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,414,CA043380X,San Francisco Bay Area Rapid Transit: Santa Clara County,Other,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2024-12-01,False,False,,,0.0,coverage_reporting_regime_difference,non_chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,415,CA0434000,California Department of Forestry and Fire Protection: Santa Clara,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,416,CA0439926,Highway Patrol: Gilroy Commercial Vehicle Enforcement Facility,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,417,CA0441000,California Department of Forestry and Fire Protection: San Mateo-Santa Cruz,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,418,CA0449909,"Highway Patrol: Coastal Investigative Services Unit, Monterey",State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,419,CA0451000,California Department of Forestry and Fire Protection: Northern Region,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,420,CA0459100,Shasta County Marshal,Other,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-07-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,421,CA0459907,Highway Patrol: Northern Investigative Services Unit,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,422,CA0470700,Tulelake Police Department,City,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2022-06-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,423,CA0471700,California Department of Forestry and Fire Protection: Siskiyou,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,424,CA0479947,Highway Patrol: Dunsmuir Grade Commercial Vehicle Enforcement Facility,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,425,CA0481500,California State Polytechnic University: Solano,University or College,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2024-01-01,False,False,,,0.0,coverage_reporting_regime_difference,non_chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,426,CA0489966,Highway Patrol: Cordelia Commercial Vehicle Enforcement Facility,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,427,CA0491500,California Department of Forestry and Fire Protection: Sonoma-Lake-Napa,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,428,CA0509912,Highway Patrol: Stanislaus County Auto Theft Task Force,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,429,CA0520500,California Department of Forestry and Fire Protection: Tehama-Glenn,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,430,CA0541400,California Department of Forestry and Fire Protection: Tulare,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,431,CA0569910,"Highway Patrol: Coastal Investigative Services Unit, Ventura",State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,432,CA0569966,Highway Patrol: Conejo Commercial Vehicle Enforcement Facility,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,433,CA0569970,Highway Patrol: Moorpark Area Office,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,434,CADI03900,Blue Lake Tribal,Tribal,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2021-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,435,CADI0990X,La Jolla Tribal,Tribal,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-01-01,False,False,,,0.0,coverage_reporting_regime_difference,non_chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,436,CADIT0000,Tule River Tribal,Tribal,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2022-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,437,CADIT0500,Los Coyotes Tribal,Tribal,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2022-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
CA,438,CADIT0800,Hoopa Valley Tribal,Tribal,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2022-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification,state/review/source_packets/states/ca,,,,,,,,,,,
